theme,amenity,name,lat,lon
financial,bank,DBS,1.2566050,103.8199790
financial,bank,Citibank,1.3633471,103.8658275
financial,bank,HSBC,1.3641671,103.8656436
financial,atm,DBS,1.3651932,103.8649641
financial,bank,Standard Chartered,1.3635615,103.8653921
financial,atm,UOB,1.3534337,103.8710155
financial,bank,OCBC,1.3123256,103.9252732
financial,atm,Citibank,1.2923561,103.8430374
financial,bank,Maybank,1.3144498,103.7651245
financial,bank,Citibank,1.4364921,103.7859931
financial,bank,Maybank,1.3111553,103.7956657
financial,bank,Standard Chartered,1.3115011,103.7955526
financial,bank,Citibank,1.3114402,103.7955779
financial,bank,OCBC Bank,1.3114414,103.7951280
financial,bank,ANZ,1.3023026,103.9057284
financial,bank,Maybank,1.3622773,103.8876874
financial,atm,UOB ATM,1.3413880,103.6915405
financial,atm,,1.2926325,103.7684718
financial,atm,,1.3559362,103.9858690
financial,atm,,1.3569793,103.9867020
financial,atm,,1.3114026,103.7876822
financial,atm,OCBC,1.3502154,103.8689514
financial,bank,Bangkok Bank,1.2792183,103.8478591
financial,bank,State Bank of India,1.2798895,103.8486735
financial,atm,,1.3073235,103.7900017
financial,atm,,1.3177450,103.7858434
financial,atm,Citibank,1.2793473,103.8512515
financial,atm,UOB ATM,1.3178166,103.7854172
financial,atm,POSB ATM,1.3055939,103.7903965
financial,atm,DBS ATM,1.3068966,103.8024252
financial,atm,,1.4045507,103.7907376
financial,bank,Frank by OCBC,1.3472142,103.6806185
financial,atm,,1.3018082,103.7693421
financial,atm,DBS,1.3855453,103.7442782
financial,atm,OCBC,1.3481946,103.6854371
financial,atm,OCBC,1.3427882,103.6819677
financial,atm,DBS,1.3427530,103.6820050
financial,bank,POSB,1.3263698,103.9330211
financial,bank,OCBC,1.3261449,103.9300653
financial,atm,,1.2802067,103.7856088
financial,atm,,1.2947290,103.7724858
financial,atm,,1.2951376,103.7722008
financial,atm,,1.2943336,103.7739955
financial,atm,POSB,1.3197881,103.9349192
financial,atm,POSB ATM,1.3230220,103.9410266
financial,atm,OCBC ATM,1.3237214,103.9409016
financial,bank,POSB,1.3028577,103.9059324
financial,bank,OCBC,1.3030582,103.9061579
financial,atm,POSB ATM,1.3246586,103.9414313
financial,atm,OCBC ATM,1.3271705,103.9461338
financial,atm,,1.3542343,103.8676159
financial,atm,,1.3541272,103.8706617
financial,bank,OCBC,1.3326769,103.9394600
financial,bank,meyer rd,1.2987529,103.8859148
financial,atm,,1.2992344,103.7873223
financial,atm,,1.2993127,103.7873526
financial,atm,,1.3375682,103.6971856
financial,atm,,1.3375653,103.6971337
financial,atm,,1.2815560,103.8437390
financial,atm,,1.3117975,103.8718557
financial,atm,,1.3118197,103.8717747
financial,atm,,1.3052912,103.8324093
financial,bureau_de_change,,1.3051745,103.8324637
financial,bank,Maybank,1.3035117,103.8612949
financial,atm,,1.3049660,103.7721392
financial,atm,,1.2915898,103.8614399
financial,bank,Frank,1.3094144,103.7771962
financial,atm,,1.3116534,103.7783581
financial,atm,UOB,1.2945789,103.7835500
financial,bank,DBS,1.3105040,103.7960417
financial,bureau_de_change,Bena Traders,1.3107116,103.7956562
financial,bank,HSBC,1.3115487,103.7955277
financial,bureau_de_change,Mega Zing,1.3108089,103.7956100
financial,bureau_de_change,Rahim Money Changer,1.3109673,103.7955452
financial,bureau_de_change,Zambi Magazine Store,1.3108114,103.7955501
financial,atm,,1.3110160,103.7952456
financial,atm,,1.3115155,103.7782795
financial,atm,,1.3116672,103.7783349
financial,atm,,1.3116808,103.7783122
financial,atm,,1.2940548,103.7845161
financial,bank,,1.3640732,103.8706689
financial,bank,,1.2909232,103.7733055
financial,atm,,1.4374023,103.7861040
financial,bank,,1.3891757,103.8796224
financial,bank,,1.3623566,103.8628307
financial,bank,Evergreen condo,1.3689844,103.8996132
financial,bank,,1.2808875,103.7882037
financial,bureau_de_change,Travelex,1.3610334,103.9898912
financial,atm,DBS ATM,1.3861600,103.8930767
financial,bank,Maybank,1.3245677,103.9321595
financial,bank,Standard Chartered,1.3245543,103.9320348
financial,bank,OCBC Bank,1.3187054,103.8924317
financial,atm,,1.3619427,103.9913760
financial,bank,OCBC Bank,1.2979446,103.8553796
financial,atm,,1.3000953,103.8545599
financial,atm,,1.2949937,103.6267703
financial,bank,DBS,1.3198829,103.8614692
financial,bureau_de_change,Authorised Money Changer,1.2830148,103.8427448
financial,bank,POSB,1.3775631,103.7733323
financial,bank,OCBC,1.3785168,103.7729474
financial,atm,OCBC,1.3772545,103.7730191
financial,atm,OCBC,1.3777882,103.7725334
financial,atm,POSB,1.3073761,103.7929061
financial,bank,UOB,1.2795924,103.8538641
financial,bank,OCBC Business,1.3496326,103.7521567
financial,bank,OCBC,1.3494804,103.7514160
financial,atm,,1.4456199,103.7689723
financial,atm,DBS,1.2760124,103.8431335
financial,bank,HSBC,1.2950904,103.8598462
financial,bank,DBS,1.2951505,103.8598741
financial,bank,,1.2956620,103.8596486
financial,atm,,1.3051205,103.8240649
financial,atm,,1.2963505,103.8538510
financial,bank,OCBC,1.3433425,103.7757827
financial,bank,DBS,1.3388228,103.7785937
financial,bank,Maybank,1.3023249,103.9058390
financial,atm,,1.3016189,103.9072268
financial,atm,,1.3015867,103.9072511
financial,bank,Standard Chartered,1.3022044,103.9056654
financial,bank,Maybank,1.2970217,103.8547461
financial,bank,Maybank,1.3705664,103.8478655
financial,bank,POSB,1.3707269,103.8472150
financial,bank,OCBC Bank,1.3801343,103.8403396
financial,atm,UOB,1.3290919,103.8868625
financial,atm,AXS,1.3288868,103.8871709
financial,atm,,1.2797018,103.8468847
financial,atm,POSB,1.3757186,103.7702394
financial,bank,POSB Yishun Branch,1.4360189,103.8362020
financial,bank,BOC,1.3069291,103.9066564
financial,bank,RHB,1.3040624,103.9024455
financial,bank,Rhb Bank,1.3138502,103.8850738
financial,bank,POSB,1.3149542,103.8825379
financial,bureau_de_change,,1.3543504,103.9891166
financial,bank,POSB,1.3309589,103.9015741
financial,bank,OCBC Bank,1.3305298,103.9009760
financial,bank,HSBC,1.3235387,103.8102965
financial,bank,Citibank,1.2842997,103.8487802
financial,bank,POSB,1.3569825,103.8736303
financial,bank,HBL,1.2847079,103.8499346
financial,bank,OCBC Bank,1.2853825,103.8491206
financial,bank,Standard Chartered,1.2852425,103.8517099
financial,bank,HL Bank,1.2847339,103.8528462
financial,bank,BNP Paribas,1.2844674,103.8527707
financial,bank,IG,1.2850662,103.8525201
financial,bank,HSBC,1.2850266,103.8521128
financial,bank,First Bank,1.2780632,103.8484926
financial,bank,Commerzbank,1.2782361,103.8485994
financial,bank,BNI,1.2795575,103.8493724
financial,bank,Bank of America,1.2827367,103.8527303
financial,bank,BRI,1.2829600,103.8527905
financial,bank,BNP Paribas,1.2828306,103.8516279
financial,bureau_de_change,A. Wali Mohamed Bros,1.3021520,103.8584660
financial,bank,Standard Chartered,1.3311213,103.7959947
financial,bureau_de_change,Sirad Exchange,1.3105076,103.8546627
financial,bureau_de_change,Taqwa,1.3103217,103.8548155
financial,bureau_de_change,Money Changer,1.3105454,103.8547591
financial,bureau_de_change,Mustafa Foreign Exchange,1.3102135,103.8551254
financial,bank,DBS,1.2843225,103.8463009
financial,bank,ICBN,1.2846419,103.8447266
financial,atm,,1.3504893,103.8755302
financial,atm,,1.3509884,103.8760903
financial,bank,Orchard Credit,1.3329726,103.7907252
financial,atm,OCBC Bank,1.2736637,103.8429691
financial,atm,UOB,1.3266218,103.8481235
financial,bank,RHB Bank,1.3040591,103.8545785
financial,bank,UCO Bank,1.3066450,103.8520488
financial,bank,India Overseas Bank,1.3068364,103.8521559
financial,bank,ICICI Bank,1.3087071,103.8533689
financial,bureau_de_change,,1.3012801,103.8392895
financial,bureau_de_change,,1.3007861,103.8411042
financial,bank,Western Union,1.3115852,103.8549905
financial,bank,ANZ,1.3058414,103.8308102
financial,bank,CIMB Bank,1.3032484,103.8362321
financial,bank,POSB Bank,1.3497316,103.7192769
financial,bank,Maybank,1.3333345,103.7405305
financial,bank,Western Union,1.3700827,103.8493255
financial,atm,Citibank,1.3695702,103.8496257
financial,atm,OCBC Bank,1.3695837,103.8496187
financial,atm,,1.2829942,103.8427756
financial,atm,,1.2838004,103.8433519
financial,atm,,1.3499033,103.7311833
financial,bank,OCBC Bank,1.3923908,103.8948928
financial,bureau_de_change,Bugis money changer,1.2998305,103.8554630
financial,bank,RHB,1.3354211,103.8889004
financial,atm,,1.3125176,103.8724634
financial,atm,,1.3149233,103.8724336
financial,atm,UOB,1.2744387,103.8434532
financial,atm,UOB,1.3208582,103.7062312
financial,bank,UOB,1.3113533,103.7584447
financial,atm,UOB,1.4063749,103.9021490
financial,bank,UOB,1.2854454,103.8508774
financial,bank,UOB,1.2854354,103.8510736
financial,bank,UOB,1.3172014,103.8438907
financial,bank,UOB,1.3171130,103.6523701
financial,bank,UOB,1.2840556,103.8458715
financial,bank,UOB,1.3912987,103.8952065
financial,bank,UOB,1.3237563,103.8101748
financial,bank,UOB,1.4616150,103.8123480
financial,bank,UOB,1.2909505,103.8589189
financial,bank,UOB,1.3714886,103.9702380
financial,bank,UOB,1.3131826,103.8817983
financial,atm,,1.3371400,103.7542700
financial,bank,UOB,1.2964112,103.8536390
financial,bank,UOB,1.3653809,103.8491043
financial,bank,UOB,1.3192302,103.8865824
financial,bank,UOB,1.3426537,103.7759907
financial,bank,UOB,1.2938570,103.8528340
financial,atm,UOB,1.3150981,103.8938376
financial,bank,UOB,1.2760176,103.8463380
financial,bank,UOB,1.3694724,103.8484460
financial,bank,UOB,1.2748990,103.8425428
financial,bank,UOB,1.3303201,103.8753536
financial,bank,UOB,1.3109794,103.8564931
financial,bank,UOB,1.4358080,103.8367330
financial,bank,UOB,1.2948598,103.8599766
financial,bank,UOB,1.3500847,103.8732232
financial,bank,UOB,1.3017730,103.8382460
financial,bank,UOB,1.3394201,103.7069813
financial,bank,UOB,1.3716092,103.8929919
financial,bank,UOB,1.4483866,103.8199289
financial,atm,UOB,1.3923887,103.9044535
financial,bank,UOB,1.3044252,103.8354254
financial,bank,UOB,1.3349820,103.7391175
financial,bank,UOB,1.3350784,103.7470316
financial,bank,UOB,1.2798985,103.8482697
financial,bank,UOB,1.3585964,103.7501211
financial,atm,UOB,1.4254738,103.8332192
financial,atm,UOB,1.4365286,103.8375295
financial,atm,UOB,1.4341020,103.8400050
financial,atm,UOB,1.4171201,103.8353542
financial,atm,UOB,1.4305988,103.8272182
financial,atm,UOB,1.4297267,103.8336585
financial,atm,UOB,1.4302858,103.7745802
financial,atm,UOB,1.3229469,103.8557778
financial,atm,UOB,1.2649338,103.8203564
financial,atm,UOB,1.3147790,103.8722130
financial,atm,UOB,1.3329689,103.8788275
financial,bank,UOB,1.4351534,103.7865574
financial,bank,UOB,1.2647833,103.8212348
financial,bank,UOB,1.3520949,103.9429905
financial,bank,UOB,1.3037484,103.8611707
financial,bank,UOB,1.2928768,103.8322791
financial,bank,UOB,1.2914731,103.8510733
financial,bank,UOB,1.3454440,103.7141080
financial,atm,UOB,1.3308274,103.9013973
financial,atm,UOB,1.3297798,103.9015377
financial,atm,UOB,1.3195242,103.8611370
financial,atm,UOB,1.3406547,103.8539590
financial,atm,UOB,1.3349860,103.8571820
financial,atm,UOB,1.3336350,103.8509760
financial,atm,UOB,1.3412261,103.8462721
financial,atm,UOB,1.2733110,103.8075830
financial,atm,UOB,1.2774185,103.8194098
financial,atm,DBS,1.3803673,103.7527814
financial,atm,UOB,1.3207101,103.7428534
financial,atm,UOB,1.3016300,103.7982900
financial,atm,UOB,1.3493242,103.9335680
financial,atm,UOB,1.3493403,103.9346183
financial,atm,UOB,1.3608299,103.9532244
financial,atm,UOB,1.3527815,103.9544326
financial,atm,UOB,1.3528130,103.9530010
financial,atm,UOB,1.3461569,103.9445840
financial,bank,UOB,1.3524554,103.9443688
financial,atm,UOB,1.3725856,103.9319755
financial,atm,UOB,1.3561566,103.9454374
financial,atm,UOB,1.3465293,103.9375454
financial,atm,UOB,1.3176145,103.8795052
financial,atm,UOB,1.3437206,103.9533247
financial,atm,UOB,1.4444610,103.7900120
financial,atm,UOB,1.3125820,103.9265430
financial,atm,UOB,1.3914346,103.8926563
financial,atm,UOB,1.4045712,103.9066554
financial,atm,UOB,1.3317740,103.8888110
financial,atm,UOB,1.3657170,103.9671340
financial,atm,UOB,1.3233640,103.8173870
financial,atm,UOB,1.3678184,103.8446119
financial,atm,UOB,1.3235330,103.7216910
financial,atm,UOB,1.3700496,103.8726821
financial,bank,UOB,1.3535176,103.8724479
financial,atm,UOB,1.3534270,103.8710169
financial,atm,UOB,1.3533057,103.8679122
financial,atm,UOB,1.2846115,103.8328332
financial,bank,UOB,1.3278193,103.9308553
financial,atm,UOB,1.2872672,103.8187293
financial,atm,UOB,1.3965510,103.9088329
financial,atm,UOB,1.3327120,103.8679860
financial,atm,UOB,1.3792579,103.9361678
financial,atm,UOB,1.3696722,103.9572629
financial,atm,UOB,1.3242225,103.9415791
financial,atm,UOB,1.3240730,103.9406900
financial,atm,UOB,1.2829290,103.8427974
financial,atm,UOB,1.2929552,103.8594121
financial,atm,UOB,1.4435449,103.7779064
financial,atm,UOB,1.3058120,103.9147678
financial,atm,UOB,1.3024598,103.9059310
financial,bank,UOB,1.3087755,103.8608787
financial,atm,UOB,1.3210392,103.8704259
financial,atm,UOB,1.3413875,103.6915386
financial,atm,UOB,1.3497791,103.7192614
financial,atm,UOB,1.3495310,103.7249060
financial,atm,UOB,1.3504278,103.7181314
financial,atm,UOB,1.3453325,103.7305430
financial,atm,UOB,1.3440190,103.7380558
financial,atm,UOB,1.3338381,103.7396250
financial,atm,,1.3157129,103.8987798
financial,atm,UOB,1.3076719,103.8849889
financial,atm,UOB,1.2870190,103.8081300
financial,atm,UOB,1.2803200,103.8261816
financial,atm,UOB,1.3734210,103.8860631
financial,atm,UOB,1.3713266,103.8935517
financial,atm,UOB,1.3773579,103.9037449
financial,atm,UOB,1.3714540,103.8812790
financial,atm,UOB,1.3537151,103.8906841
financial,atm,UOB,1.3127273,103.8792426
financial,atm,UOB,1.3155663,103.8832294
financial,atm,UOB,1.3487500,103.6977460
financial,atm,UOB,1.2834050,103.8483850
financial,atm,UOB,1.3778870,103.9423370
financial,atm,UOB,1.2994614,103.8453021
financial,atm,UOB,1.2926962,103.8110347
financial,atm,UOB,1.3124026,103.8539536
financial,atm,UOB,1.3029480,103.7637770
financial,atm,UOB,1.3043910,103.7642138
financial,atm,UOB,1.3124167,103.7656121
financial,atm,UOB,1.3139608,103.7711126
financial,atm,UOB,1.3250163,103.8849512
financial,atm,UOB,1.3779196,103.7444017
financial,atm,UOB,1.2853400,103.8450500
financial,atm,UOB,1.3388455,103.7787543
financial,atm,UOB,1.2744724,103.8254860
financial,atm,UOB,1.2851530,103.8213800
financial,bank,UOB,1.2837699,103.8175861
financial,atm,UOB,1.2829088,103.8176387
financial,atm,UOB,1.3483720,103.7434350
financial,atm,UOB,1.3486425,103.7577018
financial,atm,UOB,1.3466908,103.7124582
financial,atm,UOB,1.3463888,103.7127002
financial,atm,UOB,1.3341820,103.8521080
financial,atm,UOB,1.3994860,103.9159490
financial,atm,UOB,1.3890800,103.9874500
financial,atm,UOB,1.4035832,103.9059930
financial,atm,UOB,1.3582543,103.8448243
financial,bureau_de_change,Moola,1.3496596,103.8494575
financial,atm,UOB,1.3205587,103.9347959
financial,atm,UOB,1.3200224,103.9445678
financial,atm,UOB,1.3312650,103.9484121
financial,atm,UOB,1.3330187,103.9144505
financial,atm,UOB,1.3375584,103.9220014
financial,atm,UOB,1.3326648,103.9305151
financial,atm,UOB,1.3314926,103.9258285
financial,atm,UOB,1.3263040,103.9326528
financial,bank,UOB,1.3264377,103.9299675
financial,atm,UOB,1.3245532,103.9300262
financial,atm,,1.3415979,103.7755189
financial,atm,UOB,1.2826842,103.8598035
financial,atm,UOB,1.3712461,103.8470075
financial,atm,UOB,1.3739850,103.8377740
financial,atm,UOB,1.3802356,103.8412851
financial,atm,UOB,1.3694323,103.8472657
financial,atm,UOB,1.3622425,103.8555242
financial,atm,UOB,1.3678500,103.8560560
financial,atm,UOB,1.3732942,103.8545712
financial,atm,UOB,1.3736793,103.8550256
financial,atm,UOB,1.3671530,103.8392760
financial,atm,UOB,1.3204866,103.8860381
financial,atm,UOB,1.2735631,103.8012415
financial,atm,UOB,1.3269639,103.8464780
financial,atm,UOB,1.3320947,103.7224616
financial,atm,UOB,1.3254673,103.7250218
financial,atm,UOB,1.4283614,103.8311154
financial,atm,UOB,1.4357926,103.8366939
financial,atm,UOB,1.4249805,103.8464780
financial,atm,UOB,1.4335840,103.8396725
financial,atm,UOB,1.4296026,103.8300367
financial,atm,UOB,1.4251032,103.8461890
financial,atm,UOB,1.4315468,103.8293342
financial,atm,UOB,1.4167200,103.8345100
financial,atm,UOB,1.4294324,103.8349697
financial,atm,UOB,1.4244599,103.8390897
financial,atm,UOB,1.4306981,103.8288206
financial,atm,UOB,1.3979868,103.7469021
financial,atm,UOB,1.3978193,103.7473471
financial,atm,UOB,1.4425777,103.7908042
financial,atm,UOB,1.4369980,103.7865040
financial,atm,UOB,1.4457952,103.7981059
financial,atm,UOB,1.4377962,103.7952803
financial,atm,UOB,1.4310650,103.7740126
financial,atm,UOB,1.4326400,103.7742900
financial,atm,UOB,1.4291664,103.7810742
financial,atm,UOB,1.4308932,103.7907408
financial,atm,UOB,1.3036910,103.8333020
financial,atm,,1.3724652,103.9496805
financial,atm,UOB,1.3338251,103.7427844
financial,atm,UOB,1.3037740,103.7660840
financial,atm,UOB,1.3118030,103.7586060
financial,atm,UOB,1.3122956,103.7599652
financial,atm,UOB,1.4069948,103.9015362
financial,atm,UOB,1.4304047,103.7939184
financial,atm,UOB,1.3075900,103.8627000
financial,atm,UOB,1.3703590,103.8283800
financial,atm,UOB,1.3990037,103.8181204
financial,atm,UOB,1.3539630,103.8342402
financial,atm,UOB,1.3126684,103.8721363
financial,atm,UOB,1.3147440,103.8721340
financial,atm,UOB,1.3332299,103.8789752
financial,atm,UOB,1.3300359,103.9009724
financial,atm,UOB,1.3298933,103.9019015
financial,atm,UOB,1.3324235,103.8480460
financial,atm,UOB,1.3406600,103.8543763
financial,atm,UOB,1.3315540,103.8510239
financial,atm,UOB,1.3363242,103.8466108
financial,atm,UOB,1.3412341,103.8454687
financial,atm,UOB,1.3381860,103.8443249
financial,atm,UOB,1.3321922,103.8473064
financial,atm,UOB,1.3508562,103.8355700
financial,atm,UOB,1.3070029,103.7885030
financial,atm,UOB,1.3347100,103.9651700
financial,atm,UOB,1.3148110,103.7646570
financial,atm,UOB,1.3019817,103.8398259
financial,atm,UOB,1.2889287,103.8464490
financial,atm,UOB,1.2991500,103.8477700
financial,atm,UOB,1.2736185,103.8085646
financial,atm,UOB,1.2707790,103.8098700
financial,atm,DBS,1.3799396,103.7531035
financial,atm,UOB,1.3222065,103.7382286
financial,atm,UOB,1.3204848,103.7429309
financial,atm,UOB,1.2736766,103.8429905
financial,atm,UOB,1.2749822,103.8427950
financial,atm,UOB,1.2765001,103.8454988
financial,atm,UOB,1.3030390,103.8967290
financial,atm,UOB,1.3048390,103.8237640
financial,atm,UOB,1.2753873,103.8430427
financial,atm,UOB,1.3052560,103.8324619
financial,atm,UOB,1.3272500,103.9462600
financial,atm,UOB,1.3137970,103.9887770
financial,atm,UOB,1.3217000,103.8459700
financial,atm,UOB,1.3485502,103.9339664
financial,atm,UOB,1.3602346,103.9531029
financial,atm,UOB,1.3533215,103.9526490
financial,atm,UOB,1.3533625,103.9530867
financial,atm,UOB,1.3474806,103.9571937
financial,atm,UOB,1.3469147,103.9444720
financial,atm,UOB,1.3532358,103.9451786
financial,atm,UOB,1.3542861,103.9600069
financial,atm,UOB,1.3553890,103.9344477
financial,atm,UOB,1.3560351,103.9459129
financial,atm,UOB,1.3542337,103.9434871
financial,atm,UOB,1.3531169,103.9436590
financial,atm,UOB,1.3541530,103.9450840
financial,atm,UOB,1.3345320,103.7204080
financial,atm,UOB,1.3358800,103.8879100
financial,atm,UOB,1.2956642,103.8588156
financial,atm,UOB,1.3776150,103.7393200
financial,atm,UOB,1.4483396,103.8191539
financial,atm,UOB,1.2909141,103.8032296
financial,atm,UOB,1.2944300,103.8502400
financial,atm,UOB,1.3028100,103.8753300
financial,atm,UOB,1.3206353,103.8443256
financial,atm,UOB,1.2848890,103.8465250
financial,atm,UOB,1.2963730,103.8501760
financial,atm,UOB,1.3315081,103.7947554
financial,atm,UOB,1.3311013,103.7951161
financial,atm,UOB,1.3401028,103.9629553
financial,atm,UOB,1.3427918,103.8490149
financial,atm,UOB,1.3106679,103.7774191
financial,atm,UOB,1.3288400,103.7763600
financial,atm,UOB,1.2796575,103.8346486
financial,atm,UOB,1.3178550,103.8800874
financial,atm,UOB,1.3431843,103.9533524
financial,atm,UOB,1.3040390,103.8546719
financial,atm,UOB,1.3034475,103.8529112
financial,atm,UOB,1.3367050,103.9106310
financial,atm,UOB,1.3225345,103.8636934
financial,atm,UOB,1.3760912,103.8720312
financial,atm,UOB,1.3698237,103.8730163
financial,atm,UOB,1.3500727,103.8734346
financial,atm,UOB,1.3644178,103.8649363
financial,atm,UOB,1.3540772,103.8708075
financial,atm,UOB,1.3504900,103.8717200
financial,atm,UOB,1.3502201,103.8689503
financial,atm,OCBC,1.2474342,103.8396786
financial,atm,UOB,1.2513495,103.8177391
financial,atm,UOB,1.3851670,103.7603062
financial,atm,OCBC ATM,1.3862282,103.8930781
financial,atm,UOB,1.3915735,103.8957224
financial,atm,UOB,1.2847179,103.8329655
financial,atm,UOB,1.4494926,103.8186677
financial,atm,UOB,1.4417357,103.8246531
financial,atm,UOB,1.4490414,103.8200194
financial,atm,UOB,1.3916051,103.8760244
financial,atm,UOB,1.3058700,103.8329800
financial,atm,UOB,1.3853753,103.9018221
financial,atm,DBS ATM,1.3923407,103.9045436
financial,atm,UOB,1.2930400,103.8269000
financial,atm,UOB,1.2952577,103.8294189
financial,atm,UOB,1.2554100,103.8225600
financial,atm,UOB,1.4423240,103.7856401
financial,atm,UOB,1.2846098,103.8514970
financial,atm,UOB,1.2938189,103.8527795
financial,atm,UOB,1.2873611,103.8031093
financial,atm,UOB,1.2946284,103.8060102
financial,atm,UOB,1.4081733,103.8992249
financial,atm,,1.3941998,103.9129003
financial,atm,UOB,1.4050500,103.9023600
financial,atm,UOB,1.3994600,103.9063400
financial,atm,UOB,1.4046100,103.9086700
financial,atm,,1.4041433,103.9021606
financial,atm,UOB,1.2932393,103.8610995
financial,atm,UOB,1.3313800,103.8692800
financial,atm,UOB,1.3327000,103.8672700
financial,atm,UOB,1.3001346,103.8448229
financial,atm,UOB,1.3131600,103.6875700
financial,atm,UOB,1.3376785,103.6970544
financial,atm,UOB,1.3418252,103.6974864
financial,atm,UOB,1.2851531,103.8426018
financial,bank,UOB,1.2837492,103.8425846
financial,atm,UOB,1.2855544,103.8437940
financial,atm,UOB,1.2920540,103.8507390
financial,atm,UOB,1.3190720,103.8926180
financial,atm,UOB,1.3176958,103.8922732
financial,atm,UOB,1.3181222,103.8926855
financial,atm,UOB,1.3796526,103.9365247
financial,atm,UOB,1.3735202,103.9494207
financial,atm,UOB,1.3703155,103.9577018
financial,atm,UOB,1.3690223,103.9586511
financial,atm,UOB,1.3736144,103.9497333
financial,atm,UOB,1.3006265,103.8494098
financial,atm,UOB,1.3002964,103.8560094
financial,atm,UOB,1.3038918,103.8357322
financial,atm,UOB,1.2811100,103.8392800
financial,atm,UOB,1.3459713,103.9380454
financial,atm,UOB,1.4129732,103.8447905
financial,atm,UOB,1.3042924,103.8324935
financial,atm,UOB,1.2993380,103.7871354
financial,atm,UOB,1.3159249,103.8972075
financial,atm,UOB,1.3521289,103.9422995
financial,atm,UOB,1.2850260,103.8490700
financial,atm,UOB,1.2953700,103.7748110
financial,atm,UOB,1.2940655,103.7845459
financial,atm,UOB,1.2983351,103.8557211
financial,atm,UOB,1.2997208,103.8633996
financial,atm,,1.3027929,103.8351252
financial,atm,UOB,1.3333506,103.7458652
financial,atm,UOB,1.3501644,103.8727489
financial,atm,UOB,1.3124816,103.8379255
financial,atm,UOB,1.3119310,103.8395660
financial,atm,UOB,1.3074144,103.8574382
financial,atm,UOB,1.3242780,103.9415723
financial,atm,UOB,1.3238361,103.9408703
financial,atm,UOB,1.2839089,103.8434279
financial,atm,UOB,1.2942717,103.7784984
financial,atm,UOB,1.2964500,103.7828500
financial,atm,UOB,1.3074060,103.8812950
financial,atm,UOB,1.3068438,103.8824766
financial,atm,UOB,1.3058599,103.8353974
financial,atm,UOB,1.3414990,103.8376250
financial,atm,UOB,1.2801786,103.8149109
financial,atm,UOB,1.2797870,103.8448280
financial,atm,UOB,1.3490637,103.8395344
financial,atm,UOB,1.3015748,103.9071679
financial,atm,UOB,1.3028498,103.9059852
financial,atm,UOB,1.2757471,103.8546944
financial,atm,UOB,1.2812488,103.8530087
financial,atm,UOB,1.3267152,103.8898092
financial,atm,UOB,1.3317106,103.8793171
financial,atm,UOB,1.3043215,103.8339526
financial,atm,UOB,1.3669940,103.9645765
financial,atm,UOB,1.3850170,103.7452800
financial,atm,UOB,1.3110294,103.7952774
financial,atm,UOB,1.3239037,103.8557634
financial,atm,UOB,1.3520230,103.8635450
financial,atm,UOB,1.3624277,103.8682456
financial,atm,UOB,1.3069700,103.8495862
financial,atm,UOB,1.3055403,103.8517796
financial,atm,UOB,1.3923540,103.7433390
financial,atm,UOB,1.3237162,103.9108276
financial,atm,OCBC,1.3133740,103.8611010
financial,atm,UOB,1.3070431,103.8629757
financial,atm,UOB,1.3442294,103.7206717
financial,atm,UOB,1.4252566,103.7620429
financial,atm,Citibank,1.3598018,103.8851942
financial,atm,UOB,1.3102186,103.8466141
financial,atm,UOB,1.2848173,103.8293513
financial,atm,UOB,1.3321552,103.8574072
financial,atm,UOB,1.2976647,103.8382472
financial,atm,UOB,1.4173544,103.8328997
financial,atm,UOB,1.3646200,103.8660600
financial,atm,UOB,1.3037700,103.9029100
financial,atm,,1.3034444,103.8730091
financial,atm,UOB,1.3421405,103.6926770
financial,atm,UOB,1.3486152,103.6982168
financial,atm,UOB,1.3504046,103.7190027
financial,atm,UOB,1.3483117,103.7242489
financial,atm,UOB,1.3505600,103.7232934
financial,atm,UOB,1.3414793,103.6907439
financial,atm,UOB,1.3395173,103.7057260
financial,atm,UOB,1.3397379,103.7070134
financial,atm,UOB,1.3339484,103.7403917
financial,atm,UOB,1.3350730,103.7395167
financial,atm,UOB,1.3339200,103.7411400
financial,atm,UOB,1.3455358,103.7312649
financial,atm,UOB,1.3425344,103.7393122
financial,atm,UOB,1.3430609,103.7381428
financial,atm,UOB,1.3335100,103.7420200
financial,atm,UOB,1.3323344,103.7228531
financial,atm,UOB,1.3505775,103.8490100
financial,atm,DBS,1.3802853,103.7602357
financial,atm,UOB,1.3277010,103.6782710
financial,atm,UOB,1.3261130,103.6784790
financial,atm,UOB,1.3160230,103.8982310
financial,atm,UOB,1.3330901,103.7435846
financial,atm,UOB,1.3175020,103.7858330
financial,atm,UOB,1.3335200,103.7402770
financial,atm,POSB/OCBC,1.3078280,103.8846995
financial,atm,UOB,1.3922321,103.8726301
financial,atm,UOB,1.2865053,103.8082353
financial,atm,UOB,1.3040000,103.8320400
financial,atm,UOB,1.3348970,103.7468874
financial,atm,,1.3738779,103.9323590
financial,atm,UOB,1.2878737,103.8058903
financial,atm,UOB,1.3759496,103.8792155
financial,atm,UOB,1.3709300,103.8924400
financial,atm,UOB,1.3727323,103.8938191
financial,atm,UOB,1.3792857,103.8878876
financial,atm,UOB,1.3705600,103.8814100
financial,atm,OCBC,1.3647669,103.8903159
financial,atm,UOB,1.3727201,103.8935675
financial,atm,UOB,1.3537138,103.8906559
