theme,amenity,name,lat,lon
sustenance,cafe,Ya Kun Kaya Toast,1.3970189,103.7468185
sustenance,cafe,Ya Kun Family Cafe,1.3014736,103.8616556
sustenance,cafe,Ya Kun Kaya Toast,1.3007416,103.8385472
sustenance,cafe,Ya Kun Kaya Toast,1.2986024,103.8551578
sustenance,cafe,Ya Kun Kaya Toast,1.3069997,103.8338134
sustenance,restaurant,Artemis restaurant (40th floor),1.2821237,103.8501264
sustenance,cafe,Ya Kun Kaya Toast,1.3037623,103.8319657
sustenance,cafe,Ya Kun Kaya Toast,1.2933070,103.8318995
sustenance,cafe,Ya Kun Kaya Toast,1.2767759,103.8525114
sustenance,cafe,Ya Kun Family Cafe,1.3077713,103.8199417
sustenance,cafe,Ya Kun Kaya Toast,1.3006302,103.8401821
sustenance,cafe,Ya Kun Kaya Toast,1.2769143,103.8482833
sustenance,cafe,Ya Kun Kaya Toast,1.2847310,103.8510320
sustenance,cafe,Ya Kun Kaya Toast,1.3033653,103.8356917
sustenance,cafe,Ya Kun Kaya Toast,1.2943495,103.8576391
sustenance,cafe,Ya Kun Kaya Toast,1.2978163,103.8487279
sustenance,cafe,Peoples Park Centre,1.2859420,103.8442264
sustenance,cafe,Ya Kun Kaya Toast,1.3024953,103.8353782
sustenance,cafe,Ya Kun Kaya Toast,1.2956144,103.8595252
sustenance,cafe,Ya Kun Kaya Toast,1.3049620,103.8327246
sustenance,cafe,Ya Kun Kaya Toast,1.3171370,103.8435574
sustenance,cafe,Ya Kun Kaya Toast,1.2869860,103.8535971
sustenance,cafe,Toast Box,1.3921084,103.9047858
sustenance,cafe,Toast Box,1.3596546,103.8851517
sustenance,cafe,Toast Box,1.4293607,103.8360354
sustenance,fast_food,Sukiya,1.3345528,103.9623981
sustenance,cafe,Toast Box,1.3697957,103.8481755
sustenance,cafe,Toast Box,1.4364548,103.7860901
sustenance,cafe,Toast Box,1.3504969,103.8729158
sustenance,cafe,Toast Box,1.4482912,103.8191064
sustenance,cafe,Toast Box,1.3649750,103.8652579
sustenance,cafe,Toast Box,1.4065992,103.9024691
sustenance,cafe,Toast Box,1.3244723,103.9290143
sustenance,cafe,Toast Box,1.3426360,103.9532791
sustenance,cafe,Toast Box,1.3910825,103.8760371
sustenance,cafe,Toast Box,1.3540931,103.9451709
sustenance,cafe,Toast Box,1.3524679,103.9447990
sustenance,cafe,Toast Box,1.3018467,103.8623476
sustenance,cafe,Toast Box,1.2994944,103.8561151
sustenance,cafe,Toast Box,1.3011448,103.8383397
sustenance,cafe,Toast Box,1.3014146,103.8396522
sustenance,cafe,Toast Box,1.3012739,103.8380789
sustenance,cafe,Toast Box,1.2898129,103.8562392
sustenance,cafe,Toast Box,1.2911786,103.8501556
sustenance,cafe,Toast Box,1.2855861,103.8450509
sustenance,cafe,Toast Box,1.3506929,103.8485189
sustenance,cafe,Toast Box,1.3039308,103.8317692
sustenance,cafe,Toast Box,1.2821821,103.8490184
sustenance,cafe,Toast Box,1.3001567,103.8516505
sustenance,cafe,Toast Box,1.3198788,103.8440130
sustenance,cafe,Toast Box,1.2839546,103.8478176
sustenance,cafe,Toast Box,1.3039800,103.8354516
sustenance,cafe,Toast Box,1.3008381,103.8448050
sustenance,cafe,Toast Box,1.2844664,103.8499913
sustenance,cafe,Toast Box,1.2939250,103.8537139
sustenance,cafe,Ya Kun Kaya Toast,1.3306226,103.8542873
sustenance,cafe,Toast Box,1.3311523,103.7950498
sustenance,cafe,Toast Box,1.3058420,103.8316976
sustenance,cafe,Toast Box,1.3210672,103.8460072
sustenance,cafe,Toast Box,1.2945621,103.8586677
sustenance,cafe,Toast Box,1.3323557,103.8475767
sustenance,cafe,Toast Box,1.3175606,103.8434066
sustenance,cafe,Toast Box,1.3036104,103.8331556
sustenance,cafe,Toast Box,1.3267783,103.8467662
sustenance,cafe,Toast Box,1.3149141,103.7645545
sustenance,cafe,Toast Box,1.3263833,103.6785394
sustenance,cafe,Toast Box,1.2765458,103.8461344
sustenance,cafe,Toast Box,1.3390633,103.7060786
sustenance,cafe,Toast Box,1.3034987,103.7655789
sustenance,cafe,Toast Box,1.3341693,103.7427298
sustenance,cafe,Toast Box,1.2798237,103.8529248
sustenance,cafe,Toast Box,1.3971989,103.7468302
sustenance,cafe,Little Hokkaido,1.2561587,103.8210276
sustenance,cafe,Toast Box,1.2635135,103.8205740
sustenance,cafe,Toast Box,1.2644793,103.8216796
sustenance,cafe,Toast Box,1.2798110,103.8450614
sustenance,cafe,Toast Box,1.2650907,103.8218834
sustenance,cafe,Cafe Coco,1.2814112,103.8643465
sustenance,restaurant,Pho Street,1.2813029,103.8643146
sustenance,restaurant,Hong Kong Sheng Kee Noodle House,1.2813790,103.8643528
sustenance,restaurant,Chutney Mary,1.2812365,103.8642817
sustenance,restaurant,Niigata Bento,1.2812684,103.8642995
sustenance,food_court,Kopitiam,1.4021416,103.8922246
sustenance,cafe,Got Luck,1.3016975,103.8600994
sustenance,restaurant,Yu Kee Specialities,1.2996305,103.7875678
sustenance,cafe,Saladstop,1.2991267,103.7873552
sustenance,restaurant,Zheng Neng Zhu,1.2990319,103.7876919
sustenance,pub,Forbidden,1.2993991,103.7876304
sustenance,restaurant,Rong Hua Bak Kut Teh,1.2990113,103.7878276
sustenance,fast_food,Mos Burger,1.2994566,103.7876661
sustenance,cafe,Dutch Colony,1.2989841,103.7872861
sustenance,restaurant,Souperstar,1.2990984,103.7875234
sustenance,internet_cafe,Bountie Arena,1.2989412,103.7876787
sustenance,restaurant,Veera's Café,1.2995725,103.7876490
sustenance,restaurant,Wok Palace,1.2990421,103.7872375
sustenance,fast_food,Mr Bean,1.2990909,103.7876858
sustenance,restaurant,Traditional Sarawak Kolo Mee,1.2990299,103.7877570
sustenance,restaurant,Pastamania Pronto,1.2993883,103.7874924
sustenance,food_court,Koufu,1.2992511,103.7876346
sustenance,cafe,Gastronomia,1.2934257,103.8534113
sustenance,restaurant,Scissor-cut Curry Rice,1.3533143,103.8346842
sustenance,food_court,Kim Satay,1.3079482,103.8854633
sustenance,food_court,Hua Kee Hougang Famous Wan Ton Mee,1.3079086,103.8853583
sustenance,bar,Trunk,1.3252849,103.8499984
sustenance,food_court,Wong Poh Kopitiam,1.3261125,103.8556456
sustenance,restaurant,Prata Rajah,1.3713321,103.8288804
sustenance,cafe,Ya Kun Kaya Toast,1.2814387,103.8510086
sustenance,restaurant,Watami Japanese Dining,1.3115421,103.8561148
sustenance,restaurant,Shi Li Fang,1.3115247,103.8561389
sustenance,fast_food,Wok Hey,1.3114607,103.8560056
sustenance,food_court,Malaysia Chiak!,1.3115097,103.8562466
sustenance,fast_food,Subway,1.3112254,103.8563754
sustenance,restaurant,Tim Ho Wan,1.2932337,103.8318149
sustenance,restaurant,Din Tai Fung,1.2835408,103.8506574
sustenance,restaurant,Din Tai Fung,1.2937206,103.8570026
sustenance,ice_cream,Llaollao,1.3921560,103.8949533
sustenance,food_court,Mr Teh Tarik Eating House,1.3165674,103.8977098
sustenance,restaurant,Muchachos,1.2790159,103.8471016
sustenance,restaurant,Haig Road Putu Piring,1.3154809,103.8956557
sustenance,restaurant,Choice @ 215,1.3399805,103.7385160
sustenance,bar,FunQ,1.3005578,103.8592281
sustenance,bar,Punjaby Dawat,1.3006023,103.8592609
sustenance,restaurant,Ye Shang Hai Teochew porridge,1.2868335,103.8133284
sustenance,bar,The singapura club,1.3007922,103.8591189
sustenance,cafe,Safari Cafe,1.3012577,103.8586870
sustenance,restaurant,Alternative Pizza,1.2947687,103.8596822
sustenance,cafe,Gong Cha,1.3198057,103.9031400
sustenance,fast_food,Umi Sushi,1.3198236,103.9032462
sustenance,fast_food,Old Chang Kee,1.3210241,103.9132946
sustenance,restaurant,Bell's Crusine,1.2913385,103.8563745
sustenance,cafe,Antoinette,1.2927900,103.8600000
sustenance,bar,Morganfield's,1.2943894,103.8601861
sustenance,food_court,Koufu,1.2918733,103.8595928
sustenance,restaurant,elemen,1.2926300,103.8600000
sustenance,restaurant,Kuishin Bo,1.2958226,103.8589249
sustenance,restaurant,Kokoro Tokyo Mazesoba,1.2955752,103.8584359
sustenance,restaurant,Kamon Udon,1.2955162,103.8583219
sustenance,restaurant,Sumiya,1.2957625,103.8588927
sustenance,cafe,Par Tea,1.2960600,103.8580000
sustenance,restaurant,Maguro-Donya Miura-Misaki-Kou,1.2954257,103.8582722
sustenance,restaurant,Kohaku Tendon,1.2956241,103.8586714
sustenance,restaurant,Fugetsu Yakisoba,1.2954545,103.8584023
sustenance,restaurant,Hanakatsu Katsudon,1.2956878,103.8588498
sustenance,restaurant,Monster Curry,1.2930399,103.8572655
sustenance,restaurant,Tim Ho Wan,1.2934218,103.8568578
sustenance,restaurant,Wild Honey,1.2940401,103.8557371
sustenance,bar,Harry's Bar + Dining,1.2944267,103.8557251
sustenance,restaurant,Flynn's Cicheti,1.2945279,103.8557962
sustenance,restaurant,Akira Back,1.2944554,103.8560308
sustenance,restaurant,,1.3506031,103.8691687
sustenance,restaurant,21 on Rajah,1.3269455,103.8472946
sustenance,fast_food,McDonald's,1.3504275,103.7254183
sustenance,restaurant,Usman's,1.3092434,103.8537388
sustenance,restaurant,Chui Xiang Kitchen,1.3767841,103.8280620
sustenance,ice_cream,Udders,1.3537245,103.8343461
sustenance,cafe,The Sandwich Shop,1.2791391,103.8546055
sustenance,restaurant,Shake Shake,1.3602973,103.9899590
sustenance,food_court,Cross Street Food Centre,1.2816215,103.8491948
sustenance,restaurant,Chico-loco,1.2816293,103.8474003
sustenance,restaurant,lucha loco,1.2787783,103.8427475
sustenance,restaurant,Lee Fun Nam Kee,1.3388982,103.8500843
sustenance,restaurant,Jin You Yuan Vegetarian 2nd,1.3072891,103.8567126
sustenance,restaurant,Cocobay Indian cuisine,1.3081764,103.8533660
sustenance,cafe,Drink Stall,1.3042173,103.7823578
sustenance,restaurant,Bao Mei Boneless Chicken Rice,1.3041915,103.7824029
sustenance,restaurant,Dover Village XO Fishhead Bee Hoon,1.3041768,103.7824288
sustenance,restaurant,Dumpling Darlings @ Amoy,1.2804865,103.8469844
sustenance,cafe,LiHO,1.2981260,103.7714370
sustenance,food_court,Central Square,1.2986134,103.7749627
sustenance,fast_food,Goruden,1.2985725,103.7748280
sustenance,restaurant,Depizza,1.2862780,103.8497016
sustenance,restaurant,Singapore Seafood Restaurant,1.2884575,103.8492290
sustenance,cafe,Neko no Niwa,1.2871626,103.8492719
sustenance,restaurant,Hans im Glück,1.2880178,103.8493250
sustenance,restaurant,The Skewer Bar,1.3135732,103.8827070
sustenance,fast_food,麦当劳,1.3491728,103.8901702
sustenance,food_court,,1.3435402,103.7377018
sustenance,fast_food,麦当劳,1.3736020,103.8376182
sustenance,food_court,Foodmore,1.3255273,103.7254919
sustenance,fast_food,Subway,1.3346836,103.7207896
sustenance,fast_food,Subway,1.3257297,103.7247314
sustenance,restaurant,Chai Chee Pork Porridge,1.3318338,103.9388842
sustenance,restaurant,Mok's Thai Cuisine,1.3131410,103.8834859
sustenance,bar,Tiger Street Lab,1.3606774,103.9896579
sustenance,restaurant,Privé,1.3605620,103.9897072
sustenance,restaurant,Burger & Lobster,1.3604266,103.9900241
sustenance,restaurant,Tanuri Raw,1.3604678,103.9901440
sustenance,cafe,Zeppelin & Co.,1.3030692,103.8532464
sustenance,cafe,Kiliney Café,1.3031453,103.8532561
sustenance,restaurant,Jia Bin Bak Kut Teh,1.3139822,103.8543280
sustenance,restaurant,My Briyani House @ Seletar Mall,1.3920132,103.8759267
sustenance,fast_food,麦当劳,1.3911091,103.8761135
sustenance,restaurant,Song Fa Bak Kut Teh,1.3916604,103.8761154
sustenance,restaurant,Thye Moh Chan,1.3599591,103.9895340
sustenance,restaurant,Tomo Izakaya,1.2894092,103.8562016
sustenance,food_court,B1STRO 8,1.3123749,103.8602022
sustenance,food_court,,1.3302020,103.8749325
sustenance,cafe,Irvin's Salted Egg,1.3627877,103.9890584
sustenance,cafe,The Coffee Bean & Tea Leaf,1.3013829,103.9055650
sustenance,cafe,Ya Kun Family Cafe,1.3014767,103.9055982
sustenance,fast_food,Subway,1.3008124,103.9059681
sustenance,food_court,Food Republic,1.3016016,103.9056503
sustenance,restaurant,Din Tai Fung,1.3016997,103.9054490
sustenance,cafe,Toast Box,1.3011719,103.9051965
sustenance,cafe,Starbucks,1.3020216,103.9052702
sustenance,fast_food,Subway,1.3008124,103.9059681
sustenance,fast_food,KFC,1.3021337,103.9051172
sustenance,fast_food,鼎泰豐,1.3016997,103.9054490
sustenance,cafe,The Coffee Bean & Tea Leaf,1.3013829,103.9055650
sustenance,cafe,Ya Kun Family Cafe,1.3014767,103.9055982
sustenance,fast_food,Subway,1.3008124,103.9059681
sustenance,cafe,Toast Box,1.3011719,103.9051965
sustenance,food_court,Food Republic,1.3016016,103.9056503
sustenance,cafe,Starbucks,1.3020216,103.9052702
sustenance,fast_food,KFC,1.3334247,103.7431212
sustenance,fast_food,McDonald's,1.3054682,103.8317122
sustenance,restaurant,Pizza Hut,1.3045571,103.8337880
sustenance,fast_food,Flash Coffee,1.3042811,103.8334500
sustenance,restaurant,SPRMRKT,1.3225720,103.8141527
sustenance,cafe,Starbucks,1.2559332,103.8217332
sustenance,food_court,Kopi Time,1.3172300,103.8930000
sustenance,restaurant,Sushi Express,1.3724352,103.8938620
sustenance,fast_food,摩斯漢堡,1.3724997,103.8938742
sustenance,restaurant,Old Street Bak Kut Teh,1.3725682,103.8939431
sustenance,fast_food,Stuff'd,1.3721562,103.8935052
sustenance,restaurant,Ichiban Sushi,1.3725172,103.8940009
sustenance,restaurant,Pizza Hut,1.3723602,103.8939673
sustenance,fast_food,Subway,1.3725345,103.8938800
sustenance,cafe,Dessert Story,1.3723487,103.8939130
sustenance,restaurant,Saizeriya,1.3724382,103.8940065
sustenance,fast_food,Boost Juice,1.3009938,103.9054390
sustenance,cafe,McCafé,1.3975421,103.7469349
sustenance,restaurant,Pizza Hut,1.3256241,103.7253409
sustenance,restaurant,Boss Bar & Kitchen,1.3257948,103.7247160
sustenance,food_court,,1.3285884,103.8966529
sustenance,food_court,Market Street Hawker Centre,1.2847738,103.8502341
sustenance,restaurant,58 Prawn Noodle,1.3368673,103.9204745
sustenance,restaurant,ABC King,1.3114193,103.8620069
sustenance,restaurant,Lang Nuong Viet Nam,1.3121390,103.8599835
sustenance,restaurant,Ha-jun,1.3102848,103.8638316
sustenance,restaurant,Dheli 6,1.3077113,103.8504835
sustenance,restaurant,Zhen Neng Zhu,1.3103839,103.8637507
sustenance,cafe,Wonder Juice,1.3102006,103.8639136
sustenance,restaurant,One More,1.3102351,103.8635518
sustenance,restaurant,The Pack,1.3099738,103.8640723
sustenance,cafe,Jollibean,1.3100941,103.8639839
sustenance,restaurant,Korean Fusion BBQ,1.3043849,103.8541413
sustenance,restaurant,Sing Ho,1.3029709,103.8507047
sustenance,restaurant,Granny’s Pancakes,1.2855555,103.8456742
sustenance,restaurant,,1.3769967,103.8280719
sustenance,restaurant,Roasted Delight,1.2805357,103.8504942
sustenance,cafe,White Feathers,1.3185308,103.8435697
sustenance,ice_cream,Nyonya Chendol,1.3230580,103.8549229
sustenance,restaurant,Spinach Soup,1.3230707,103.8549017
sustenance,restaurant,Novena Peranakan Cuisine,1.3204217,103.8420596
sustenance,restaurant,Cui Xiang Yuan,1.3122979,103.8782321
sustenance,food_court,,1.3129369,103.8801358
sustenance,restaurant,333 Bak Kut Teh,1.3238828,103.8514814
sustenance,cafe,i·tea,1.3231546,103.8552719
sustenance,cafe,Fruity Express,1.3129913,103.8823827
sustenance,cafe,,1.3140899,103.8799322
sustenance,cafe,Huan Tai Yang Cafe,1.3181396,103.8438366
sustenance,restaurant,Hi Leskmi Nasi Lemak,1.3232198,103.8548961
sustenance,restaurant,,1.3399740,103.7736651
sustenance,restaurant,Pin Wei Superior Seafood,1.3399244,103.7741442
sustenance,restaurant,Leslie's,1.2973092,103.8549390
sustenance,restaurant,Claypot Porridge,1.3325237,103.8850710
sustenance,restaurant,PizzaExpress,1.3007562,103.8578065
sustenance,restaurant,MF by Burger & lobster,1.2960226,103.8542164
sustenance,restaurant,House of Fatty Bom Bom,1.3364258,103.7554659
sustenance,restaurant,How Hup,1.3229665,103.8550483
sustenance,food_court,Sin Bee Keng Restaurant,1.3244424,103.8576022
sustenance,restaurant,Mama & Machi Restaurant,1.3047324,103.8539443
sustenance,food_court,Koufu,1.3720576,103.9323859
sustenance,fast_food,Megapicks,1.3739403,103.9340348
sustenance,fast_food,Subway,1.3733336,103.9335241
sustenance,bar,Native,1.2801748,103.8468558
sustenance,food_court,Food Hub,1.3363659,103.7555693
sustenance,restaurant,Bruno's Bistrot/Pizzeria & Grill,1.3140162,103.8573306
sustenance,fast_food,Eastern Rice Dumpling,1.3231203,103.8526004
sustenance,fast_food,Tuk Tuk Cha,1.3507554,103.8723343
sustenance,restaurant,Tamago-EN,1.3506518,103.8724504
sustenance,restaurant,Soup Kitchen,1.3507050,103.8726027
sustenance,restaurant,The Soup Spoon Union,1.3507079,103.8725539
sustenance,restaurant,Prata Wala,1.3506720,103.8726527
sustenance,fast_food,Ifry 爱小炒,1.3025640,103.8623239
sustenance,restaurant,D'Life,1.3419860,103.7753237
sustenance,restaurant,Three Meals a Day,1.3419751,103.7751482
sustenance,restaurant,Akimitsu,1.2997509,103.8451783
sustenance,cafe,Starbucks,1.2998912,103.8450289
sustenance,fast_food,Domino's,1.3258715,103.8487734
sustenance,restaurant,Ubin First Stop,1.3050087,103.9296565
sustenance,pub,Aloha Beach Bar,1.3061446,103.9346041
sustenance,restaurant,Long Beach,1.3050611,103.9299890
sustenance,restaurant,Lux Cove Seafood,1.3050349,103.9298229
sustenance,restaurant,KNS Restaurant,1.3044520,103.9241502
sustenance,cafe,Enak Enak Hong Kong Teahouse,1.3049908,103.9295433
sustenance,cafe,PS. Cafe by the Sea,1.3041866,103.9243314
sustenance,food_court,CCK 302 Foodhouse,1.3848745,103.7433875
sustenance,cafe,Old Hen,1.3144285,103.8541298
sustenance,restaurant,Rangoon Bar & Bistro,1.3145727,103.8540610
sustenance,restaurant,Long Beach Seafood,1.3137456,103.8281881
sustenance,restaurant,Jok Jok Mor,1.3151935,103.8535060
sustenance,cafe,Tiger Sugar,1.3103244,103.7950090
sustenance,cafe,Mosanco Enchanted Cafe,1.3144604,103.8541177
sustenance,bar,Pub 150,1.3126579,103.8604154
sustenance,bar,40 Degree Live Lounge,1.3126205,103.8603799
sustenance,restaurant,Whampoa Keng Food Street Steamboat,1.3150807,103.8538182
sustenance,restaurant,Balestier Bak Kut Teh,1.3249794,103.8504272
sustenance,bar,Emerald Hill,1.3016212,103.8390736
sustenance,restaurant,Beaujolais,1.2815513,103.8454846
sustenance,restaurant,The Feather Blade,1.2817126,103.8455742
sustenance,bar,Elbow Room,1.2817811,103.8457593
sustenance,restaurant,Mazzo,1.2820783,103.8458295
sustenance,cafe,Cafe B,1.2816001,103.8460503
sustenance,cafe,PS Cafe,1.2805074,103.8463241
sustenance,food_court,Zhen's Kitchen,1.3336601,103.7584688
sustenance,bar,Mogo,1.3264846,103.8483070
sustenance,restaurant,Royal Biriyani,1.3180427,103.8436248
sustenance,bar,The Old Man,1.2807328,103.8415528
sustenance,restaurant,,1.3224669,103.8631765
sustenance,restaurant,Mufiz,1.3154030,103.8722207
sustenance,restaurant,Shake Shack,1.2785923,103.8416918
sustenance,restaurant,Broadway,1.3296576,103.9183325
sustenance,fast_food,Popeye,1.3234635,103.9226622
sustenance,fast_food,Nature Bowl & Sushi,1.2940881,103.7846233
sustenance,cafe,Mk Levure Naturelle,1.2940969,103.7845921
sustenance,food_court,Tai Peng Canteen,1.3192982,103.8960314
sustenance,cafe,Old Hen Kitchen,1.3143651,103.8541761
sustenance,restaurant,Privé Tiong Bahru,1.2849188,103.8333288
sustenance,food_court,Haig Road Food Centre,1.3154275,103.8954762
sustenance,restaurant,,1.2823721,103.8440277
sustenance,restaurant,Monster Curry,1.3334001,103.7430116
sustenance,restaurant,Xin Wang Hong Kong Cafe,1.3331111,103.7433917
sustenance,food_court,Cookhouse,1.3333962,103.7435204
sustenance,restaurant,PastaMania,1.3331722,103.7434770
sustenance,fast_food,Burger King,1.3365740,103.7833364
sustenance,fast_food,4Fingers Crispy Chicken,1.3044559,103.8316039
sustenance,ice_cream,Cold Stone Creamery,1.3626886,103.7641442
sustenance,fast_food,Boost Juice Bar,1.3041311,103.8321841
sustenance,restaurant,Aloha Poké,1.3033232,103.8340967
sustenance,cafe,,1.3005046,103.8592366
sustenance,cafe,Hawker chang,1.2832448,103.8430922
sustenance,food_court,Wang,1.3279506,103.8614350
sustenance,restaurant,Patro's Sports Bar & Restaurant,1.2988749,103.9065962
sustenance,cafe,Starbucks,1.2989070,103.9067174
sustenance,cafe,St. Marc,1.2996459,103.9071006
sustenance,public_bath,,1.4343988,103.8225703
sustenance,restaurant,Masons,1.2776918,103.8038848
sustenance,fast_food,Xiang Ji Chicken Rice (Since 1986),1.3346920,103.8517293
sustenance,restaurant,Sabio by the Sea,1.2480873,103.8414601
sustenance,restaurant,Rock Bar,1.2474370,103.8421078
sustenance,restaurant,Fat Belly,1.3226175,103.8137249
sustenance,fast_food,Carl's Jr.,1.3369480,103.7789699
sustenance,restaurant,Royal Thai,1.3368396,103.7789230
sustenance,restaurant,9Pm Kkochi,1.3334354,103.7402222
sustenance,fast_food,Dunkin' Donuts,1.3334247,103.7401004
sustenance,cafe,,1.3152442,103.7645538
sustenance,fast_food,Acai-Guru,1.3369827,103.7793757
sustenance,restaurant,Miska Cafe,1.2472860,103.8421759
sustenance,restaurant,Greater Lot by Cedele,1.2472121,103.8421526
sustenance,restaurant,Mykonos On The Bay,1.2470611,103.8421012
sustenance,restaurant,Two Chefs Bar,1.2469758,103.8420717
sustenance,restaurant,Gin Khao Bistro,1.2469067,103.8420514
sustenance,restaurant,Blue Lotus - Chinese Eating House,1.2468447,103.8420321
sustenance,restaurant,The Kitchen Table,1.2464813,103.8419383
sustenance,restaurant,SKIRT,1.2463169,103.8420963
sustenance,bar,WooBar,1.2462303,103.8420388
sustenance,restaurant,Lino,1.3357890,103.7866850
sustenance,cafe,Kong Cafe,1.3364926,103.7835732
sustenance,restaurant,La Pizzaiola,1.3365372,103.7834435
sustenance,fast_food,Jollibee,1.3396588,103.7064290
sustenance,fast_food,Mr Bean,1.3465248,103.6807566
sustenance,bar,,1.2901941,103.8466067
sustenance,restaurant,99 Food Bazaar,1.3199688,103.8926838
sustenance,food_court,Shi Fu Food Court,1.3377082,103.7546539
sustenance,bar,Ten Dollar Club,1.3288198,103.8488796
sustenance,cafe,Cheryls cones,1.3048651,103.8627561
sustenance,restaurant,Basil & Thyme,1.2988055,103.9063344
sustenance,restaurant,Madras New Woodlands,1.3063689,103.8523830
sustenance,cafe,MEME Bistro Bar,1.3066129,103.8472295
sustenance,restaurant,Tiong Bahru Yong Tao Hu,1.2839675,103.8340337
sustenance,restaurant,Little Elephant Thai Bistro,1.2845787,103.8335509
sustenance,restaurant,Xian Ji Porridge,1.2846017,103.8335327
sustenance,cafe,LiHO,1.3370416,103.7793285
sustenance,restaurant,Kaori Izakaya,1.3109765,103.8605713
sustenance,cafe,Aura Loft,1.3103066,103.8611990
sustenance,restaurant,ABC King Pte. Ltd.,1.3112218,103.8621379
sustenance,bar,Ace Club,1.3127254,103.8604795
sustenance,bar,3-To-Tango,1.3127944,103.8605451
sustenance,restaurant,Soon Soon Wanton Noodles,1.3128294,103.8605784
sustenance,ice_cream,Glacier,1.3127523,103.8610517
sustenance,pub,He,1.3111889,103.8597787
sustenance,cafe,Black Fairy Coffee,1.3113381,103.8598823
sustenance,restaurant,Parc Restaurant,1.3123129,103.8606758
sustenance,cafe,Careshop de Cafe,1.3116731,103.8612304
sustenance,restaurant,The Chinese Kitchen,1.3108738,103.8616282
sustenance,restaurant,Southpaw,1.3108341,103.8612573
sustenance,restaurant,Ramen Masamune,1.2784457,103.8437361
sustenance,restaurant,Chug Chug,1.2778863,103.8435211
sustenance,bar,Ma Cuisine,1.2782620,103.8419180
sustenance,restaurant,Pastaria Abate,1.2780665,103.8420520
sustenance,restaurant,Hustle,1.2777382,103.8422768
sustenance,restaurant,El Tardeo,1.2781151,103.8423517
sustenance,restaurant,Binomio,1.2779299,103.8424723
sustenance,restaurant,LEON,1.2778664,103.8425136
sustenance,restaurant,Sofi Cafe + Pizza,1.2776718,103.8427912
sustenance,restaurant,Barracuda Restaurant,1.2776582,103.8428471
sustenance,cafe,Golden Cafe,1.2775601,103.8431014
sustenance,restaurant,Twins Restaurant,1.2775739,103.8430051
sustenance,restaurant,Big & Small Restaurant,1.2775533,103.8431490
sustenance,restaurant,Izakaya Niningashi,1.2775389,103.8432489
sustenance,restaurant,홍짜장,1.2775409,103.8437141
sustenance,restaurant,Sakari Dining,1.2771483,103.8437540
sustenance,restaurant,Ryo Sushi,1.2771147,103.8437492
sustenance,restaurant,Menya Sakura,1.2770862,103.8437452
sustenance,bar,Takeda Shoten Sake Bar,1.2770539,103.8437406
sustenance,restaurant,Kajiken,1.2772074,103.8437623
sustenance,restaurant,Two Blur Guys,1.2769170,103.8437213
sustenance,restaurant,Royal Dragon,1.2869498,103.8450493
sustenance,restaurant,Chi Toi Vietnamese Crusine,1.2736172,103.8426210
sustenance,restaurant,Jin Yu Coffee House,1.2736106,103.8424988
sustenance,restaurant,Dusk x Dawn,1.2766613,103.8459187
sustenance,restaurant,Syohachi Yakiniku,1.2765526,103.8460667
sustenance,cafe,Tropical Drinks Station,1.3272609,103.9191279
sustenance,food_court,Vista 28,1.3274826,103.9184789
sustenance,restaurant,Khan Saab Restaurant,1.3270478,103.9188583
sustenance,restaurant,Wheeler’s Estate,1.4093476,103.8680089
sustenance,restaurant,Happy Hawker,1.3258243,103.9302153
sustenance,restaurant,Miami Bistro,1.3934712,103.9178026
sustenance,restaurant,Sakhuntala's,1.3060296,103.8521495
sustenance,food_court,Koufu,1.3949757,103.8960696
sustenance,fast_food,McDonald's,1.2744444,103.8016015
sustenance,food_court,FoodMaster,1.2764301,103.7988362
sustenance,fast_food,Burger King,1.2916989,103.8564967
sustenance,fast_food,Jollibee,1.2945568,103.8583587
sustenance,cafe,Monki,1.3070941,103.7932567
sustenance,restaurant,HL 43 Food House,1.3076954,103.7926736
sustenance,restaurant,Chang Cheng,1.3071519,103.7934616
sustenance,restaurant,Goro Japanese Cuisine,1.3071905,103.7931399
sustenance,restaurant,Chang Cheng,1.3087652,103.7928752
sustenance,restaurant,Al-Amin Food Paradise,1.3086014,103.7923937
sustenance,fast_food,Burger King,1.4334749,103.7795935
sustenance,restaurant,Brunch Cafe,1.2984728,103.7900571
sustenance,restaurant,The Brake Kitchen,1.2985527,103.7901290
sustenance,restaurant,Etuckshop,1.2985163,103.7902313
sustenance,cafe,One Man Coffee,1.2984772,103.7891696
sustenance,restaurant,Mixed Gril & Greens,1.2982498,103.7890730
sustenance,restaurant,Guest La Mien,1.2985228,103.7889759
sustenance,restaurant,Coffee Hive,1.2986408,103.7886665
sustenance,restaurant,Mac's Cafe & Bar,1.2983647,103.7891231
sustenance,restaurant,Tori-Q,1.3786059,103.7640084
sustenance,food_court,Choh Dee Place,1.3770367,103.7645097
sustenance,food_court,Taiwah Coffee Shop,1.3788634,103.7686406
sustenance,food_court,Chean Heng Eating House,1.3771745,103.7679074
sustenance,food_court,Bangkit 257 Coffee House,1.3787180,103.7736497
sustenance,food_court,Zheng Hua 257 Coffee Shop,1.3787225,103.7733860
sustenance,cafe,Wheelers Market,1.4093996,103.8679170
sustenance,cafe,Whampoa Soya Bean & Grass Jelly Drinks,1.3231685,103.8543186
sustenance,restaurant,Sandbank,1.2984391,103.9058583
